statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
11599,https://modernslaveryregister.gov.au/statements/11599/,2023-03-14 08:57:29,"['African Underground Mining Services Burkina Faso SARL, African Underground Mining Services Limited, African Underground Mining Services Tanzania, AUSDRILL PTY LTD (58 103 661 374), BARMINCO LIMITED (32 109 439 894), Barminco Mining Services Botswana Pty Ltd, PERENTI LIMITED (95 009 211 474), Underground Mining Alliance Ltd']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11601,https://modernslaveryregister.gov.au/statements/11601/,2023-03-14 09:02:09,['PACIFIC ENERGY GROUP HOLDINGS LTD (22 009 191 744)'],250-300M,"['Utilities: gas, water and electricity']",['Australia']
11602,https://modernslaveryregister.gov.au/statements/11602/,2023-03-14 08:57:29,['A2B AUSTRALIA LIMITED (99 001 958 390)'],100-150M,"['Transportation, logistics, and storage']",['Australia']
11605,https://modernslaveryregister.gov.au/statements/11605/,2023-03-14 09:00:26,['MELBOURNE WATER CORPORATION (81 945 386 953)'],1BN+,"['Utilities: gas, water and electricity']",['Australia']
11606,https://modernslaveryregister.gov.au/statements/11606/,2023-03-14 09:09:55,['TASMANIAN PORTS CORPORATION PTY. LTD. (82 114 161 938)'],100-150M,"['Transportation, logistics, and storage\nOther']",['Australia']
11610,https://modernslaveryregister.gov.au/statements/11610/,2023-03-14 09:09:55,['THE LAW SOCIETY OF NEW SOUTH WALES (98 696 304 966)'],100-150M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11615,https://modernslaveryregister.gov.au/statements/11615/,2023-03-14 08:57:29,"['ALLENS (47 702 595 758), ALLENS OPERATIONS PTY LTD (87 004 992 607)']",600-700M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11616,https://modernslaveryregister.gov.au/statements/11616/,2023-03-14 09:02:09,['PANTHER TOPCO PTY LTD (79 626 390 136)'],Unknown,['Education and research'],['Australia']
11618,https://modernslaveryregister.gov.au/statements/11618/,2023-03-14 09:00:02,['LGSS PTY LIMITED (68 078 003 497)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11619,https://modernslaveryregister.gov.au/statements/11619/,2023-03-14 08:59:06,['CITY CHIC COLLECTIVE LIMITED (43 057 569 169)'],350-400M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
11620,https://modernslaveryregister.gov.au/statements/11620/,2023-03-14 09:02:09,"['NSW Electricity Networks Assets Pty Limited as trustee for NSW Electricity Networks Assets Trust (45 710 374 720), NSW Electricity Networks Operations Pty Limited as trustee for NSW Electricity Networks Operations Trust (70 250 995 390)']",1BN+,"['Utilities: gas, water and electricity']",['Australia']
11621,https://modernslaveryregister.gov.au/statements/11621/,2023-03-14 08:59:45,"['IDLELOW PTY. LTD. (21 010 727 483), RINKGLEN PTY. LTD. (98 072 960 135)']",900M-1BN,"['Automotive, machinery and heavy electrical equipment']",['Australia']
11622,https://modernslaveryregister.gov.au/statements/11622/,2023-03-14 08:58:42,['BRENNAN VDI PTY LTD (38 125 976 007)'],150-200M,['Information technology and telecommunication'],['Australia']
11623,https://modernslaveryregister.gov.au/statements/11623/,2023-03-14 10:22:30,['COHEALTH LIMITED (57 167 212 302)'],100-150M,['Healthcare and pharmaceuticals\nCharitable / not-for-profit activities'],['Australia']
11627,https://modernslaveryregister.gov.au/statements/11627/,2023-03-14 09:00:26,['MCCAIN FOODS (AUST) PTY LTD (96 000 629 587)'],800-900M,"['Food and beverages, agriculture and fishing']",['Australia']
11630,https://modernslaveryregister.gov.au/statements/11630/,2023-03-14 09:09:55,['THE TRUSTEE FOR ICONIC FOOD DISTRIBUTION UNIT TRUST (14 544 679 738)'],100-150M,"['Food and beverages, agriculture and fishing']",['Australia']
11634,https://modernslaveryregister.gov.au/statements/11634/,2023-03-14 09:12:12,['WF AUTOMOTIVE PTY LTD (69 617 175 158)'],100-150M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
11636,https://modernslaveryregister.gov.au/statements/11636/,2023-03-14 10:22:18,"['SUNSHOT DERIVATIVES PTY LTD (61 635 219 055), SUNSHOT DEVELOPMENTS PTY LTD (69 634 921 896), SUNSHOT ENERGY PTY LTD (61 633 808 483), SUNSHOT ENERGY TRADING PTY LTD (27 633 808 778), SUNSHOT ENVIRONMENTAL PTY LTD (94 655 078 416), SUNSHOT INDUSTRIES PTY LTD (84 646 269 632), ZEN ENERGY RETAIL PTY LTD (54 615 751 052), ZEN POWER HOLDINGS PTY LTD (42 639 972 973), ZPH INVESTMENTS PTY LTD (13 644 924 729)']",500-600M,"['Utilities: gas, water and electricity']",['Australia']
11637,https://modernslaveryregister.gov.au/statements/11637/,2023-03-14 08:59:06,"['CLIMATECH ACT PTY LTD (16 075 228 161), CLIMATECH ACT PTY LTD (16 075 228 161), CLIMATECH DIGITAL INFRASTRUCTURE PTY LTD (69 632 553 381), CLIMATECH NSW PTY LTD (25 137 661 824), CLIMATECH NSW SPECIAL PROJECTS PTY LTD (88 619 068 656), CLIMATECH ZERO PTY LTD (70 623 828 508), SEDA SERVICES ACT PTY LTD (72 168 101 371), SEDA SERVICES PTY LTD (42 081 283 454), SEDA SERVICES QLD PTY LTD (15 607 928 361), SEDATECH PTY LTD (67 078 982 448), TRIBAL WARRIOR SERVICES PTY LTD (92 648 078 835)']",100-150M,"['Construction, civil engineering and building products\nOther']",['Australia']
11639,https://modernslaveryregister.gov.au/statements/11639/,2023-03-14 10:22:30,['CARPET CALL (HOLDINGS) PTY. LTD. (78 010 037 144)'],200-250M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
11642,https://modernslaveryregister.gov.au/statements/11642/,2023-03-14 08:59:06,['Charter Hall Limited (57 113 531 150)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
11644,https://modernslaveryregister.gov.au/statements/11644/,2023-03-14 10:22:50,['MOUNT PRITCHARD & DISTRICT COMMUNITY CLUB LTD (98 000 458 622)'],100-150M,"['Food and beverages, agriculture and fishing\nConsumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
11649,https://modernslaveryregister.gov.au/statements/11649/,2023-03-14 09:00:02,['LORNA JANE PTY LTD (91 065 384 616)'],150-200M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
11650,https://modernslaveryregister.gov.au/statements/11650/,2023-03-14 10:22:50,"['MacKellar Mining Pty Ltd (81 150 919 761), M PEOPLE (QLD) PTY LTD (87 657 231 359), WESTERN PLANT HIRE (WA) PTY LTD (74 643 771 920)']",250-300M,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products']",['Australia']
11651,https://modernslaveryregister.gov.au/statements/11651/,2023-03-14 09:09:55,['SUMO AUSTRALIA LTD (84 602 964 143)'],100-150M,"['Utilities: gas, water and electricity']",['Australia']
11652,https://modernslaveryregister.gov.au/statements/11652/,2023-03-14 09:00:26,"['MORTGAGE CHOICE PTY LTD (57 009 161 979), REA GROUP LTD (54 068 349 066), REALESTATE.COM.AU PTY LIMITED (21 080 195 535)']",1BN+,"['Media, publishing, arts and entertainment']",['Australia']
11653,https://modernslaveryregister.gov.au/statements/11653/,2023-03-14 09:07:49,"['R.C. & L.C. Holdings Pty Limited (41 105 030 117), RICHARD CROOKES CONSTRUCTIONS PTY. LIMITED (33 001 375 266)']",1BN+,"['Construction, civil engineering and building products']",['Australia']
11654,https://modernslaveryregister.gov.au/statements/11654/,2023-03-14 08:58:42,"['AUSTRALIAN NICKEL INVESTMENTS PTY LTD (43 111 599 323), BIOHEAP LIMITED (26 009 225 398), FLINDERS PROSPECTING PTY LTD (90 146 899 863), IGO Canada Holdings B.C. Ltd, IGO LIMITED (46 092 786 304), IGO LITHIUM HOLDINGS PTY LTD (15 633 371 249), IGO NEWSEARCH PTY LTD (71 142 192 701), IGO NICKEL HOLDINGS PTY LTD (49 167 644 519), IGO NOVA HOLDINGS PTY LTD (46 009 150 083), IGO NOVA PTY LTD (36 146 091 527), IGO STOCKMAN PARENT PTY LTD (60 124 695 549), IGO STOCKMAN PROJECT PTY LTD (64 124 695 567), IGO WINDWARD PTY LTD (38 158 432 270), WESTERN AREAS LIMITED (68 091 049 357), WESTERN AREAS NICKEL PTY LTD (67 122 522 696), WESTERN PLATINUM NL (17 097 742 580)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11656,https://modernslaveryregister.gov.au/statements/11656/,2023-03-14 10:22:50,['PEET LIMITED (56 008 665 834)'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
11657,https://modernslaveryregister.gov.au/statements/11657/,2023-03-14 09:12:12,['TOGA HOTEL MANAGEMENT HOLDINGS PTY LIMITED (82 162 986 352)'],250-300M,"['Consumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
11658,https://modernslaveryregister.gov.au/statements/11658/,2023-03-14 09:07:49,"['RESMED ASIA PACIFIC LIMITED (86 070 076 470), RESMED HOLDINGS PTY LTD (28 003 765 133), RESMED PTY LTD (30 003 765 142)']",1BN+,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nInformation technology and telecommunication\nHealthcare and pharmaceuticals']",['Australia']
11659,https://modernslaveryregister.gov.au/statements/11659/,2023-03-14 08:59:21,['ESTEE LAUDER PTY. LIMITED (63 008 444 719)'],250-300M,['Cosmetics and toiletries'],['United States of America']
11661,https://modernslaveryregister.gov.au/statements/11661/,2023-03-14 09:09:55,['THE FREEDOM HUB LTD (18 168 758 530)'],0-99M,['Charitable / not-for-profit activities'],['Australia']
11662,https://modernslaveryregister.gov.au/statements/11662/,2023-03-14 10:22:18,"['Zoom Video Communications, Inc. (00 000 000 000)']",1BN+,['Information technology and telecommunication'],['United States of America']
11664,https://modernslaveryregister.gov.au/statements/11664/,2023-03-14 08:59:21,"['Direct Connect Australia Pty Ltd (20 110 316 973), Lumo Energy Australia Pty Ltd (69 100 528 327), Red Energy Pty Limited (60 107 479 372), Snowy Hydro Limited (17 090 574 431)']",1BN+,"['Utilities: gas, water and electricity']",['Australia']
11665,https://modernslaveryregister.gov.au/statements/11665/,2023-03-14 08:59:45,['HEALTHDIRECT AUSTRALIA LTD (28 118 291 044)'],150-200M,['Healthcare and pharmaceuticals'],['Australia']
11666,https://modernslaveryregister.gov.au/statements/11666/,2023-03-14 08:59:21,"['FRESH PRODUCE GROUP OF AUSTRALIA PTY LIMITED (87 055 359 601), FRESH PRODUCE GROUP WESTERN AUSTRALIA PTY LIMITED (81 152 973 932), FRUITICO FARMS PTY LTD (51 608 318 921), FRUITICO PTY LTD (49 608 313 604), KIMBERLEY TABLE GRAPES PTY LTD (17 635 953 187), MURRINGO FARMS PTY LTD (69 609 891 287), SB TASMANIA PTY LTD (25 605 860 017), SMART BERRIES MUNDUBBERA PTY LTD (30 164 124 903), SMART BERRIES PTY LTD (39 164 122 945), TREVISO FARM MANAGEMENT PTY LTD (31 144 899 276), TUMUT GROVE FARM MANAGEMENT PTY LTD (46 619 756 115)']",300-350M,"['Food and beverages, agriculture and fishing']",['Australia']
11668,https://modernslaveryregister.gov.au/statements/11668/,2023-03-14 09:00:26,"['MFS Logistics Pty Limited (31 125 320 658), MONDIALE VGL PTY LTD (68 002 433 267), PLASIA BIDCO PTY LTD (69 646 091 796), PLASIA HOLDCO PTY LTD (97 646 084 184), UNITED GLOBAL LOGISTICS PTY LTD (28 144 641 154), VI.SA. TRAVEL PTY LTD (53 113 736 137)']",1BN+,"['Transportation, logistics, and storage']","['Australia, New Zealand']"
11669,https://modernslaveryregister.gov.au/statements/11669/,2023-03-14 10:22:30,['COMPASS HOUSING SERVICES CO LTD (84 002 862 213)'],100-150M,['Charitable / not-for-profit activities'],['Australia']
11670,https://modernslaveryregister.gov.au/statements/11670/,2023-03-14 10:22:30,"['AUSTRALIAN VENUE CO. HOLDINGS LIMITED (90 619 977 070), AUSTRALIAN VENUE CO LIMITED (14 607 666 348), AVC OPERATIONS PTY LIMITED (81 607 832 299), AVC SAPPHIRE HOLDINGS PTY LTD (31 629 977 966), CANOE BIDCO PTY LIMITED (94 619 977 589), CANOE MEZZCO PTY LIMITED (58 619 977 374), CANOE MIDCO PTY LIMITED (79 619 977 463), QUEENSLAND VENUE CO. PTY LTD (57 079 861 626)']",1BN+,"['Food and beverages, agriculture and fishing\nConsumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
11673,https://modernslaveryregister.gov.au/statements/11673/,2023-03-14 09:12:36,['YOORALLA (14 005 304 432)'],100-150M,['Charitable / not-for-profit activities'],['Australia']
11674,https://modernslaveryregister.gov.au/statements/11674/,2023-03-14 09:07:49,['REDZED LENDING SOLUTIONS PTY LTD (31 123 588 527)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
11676,https://modernslaveryregister.gov.au/statements/11676/,2023-03-14 09:00:26,"['McNab Developments (QLD) Pty Ltd (63 118 748 548), McNab NQ Pty Ltd (83 126 974 561)']",700-800M,"['Construction, civil engineering and building products']",['Australia']
11677,https://modernslaveryregister.gov.au/statements/11677/,2023-03-14 08:57:29,['APPLE PTY LIMITED (46 002 510 054)'],1BN+,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nInformation technology and telecommunication']",['Australia']
11678,https://modernslaveryregister.gov.au/statements/11678/,2023-03-14 09:00:26,"['NEMO (BC) BIDCO PTY LTD (24 614 212 716), NEMO (BC) HOLDCO PTY LTD (13 614 209 880), NEMO (BC) MIDCO PTY LTD (55 614 211 219), OAC GROUP PTY LTD (66 169 895 229), ONLY ABOUT CHILDREN PTY LTD (94 107 666 624)']",700-800M,['Education and research'],['Australia']
11680,https://modernslaveryregister.gov.au/statements/11680/,2023-03-14 09:00:02,['K & S CORPORATION LIMITED (67 007 561 837)'],700-800M,"['Transportation, logistics, and storage']",['Australia']
11681,https://modernslaveryregister.gov.au/statements/11681/,2023-03-22 16:37:09,['REGION RE LIMITED (47 158 809 851)'],450-500M,"['Financial, insurance and real estate activities']",['Australia']
11683,https://modernslaveryregister.gov.au/statements/11683/,2023-03-14 08:59:44,"['IENERGYTECH PTY LTD (86 131 588 755), KIN POWER GROUP PTY LTD (18 623 522 467), PROGRESSIVE GREEN PTY LTD (27 130 175 343), UTILACOR PTY LTD (88 077 006 850)']",1BN+,"['Utilities: gas, water and electricity']",['Australia']
11684,https://modernslaveryregister.gov.au/statements/11684/,2023-03-14 08:59:44,['GROSVENOR ENGINEERING GROUP PTY LTD (12 003 608 795)'],0-99M,['Other'],['Australia']
11685,https://modernslaveryregister.gov.au/statements/11685/,2023-03-14 10:22:30,"['ACCLAIMED WORKFORCE 2 PTY LTD (86 065 207 187), ACCLAIMED WORKFORCE PTY LTD (52 006 531 817), BALPARA PTY LTD (82 065 169 931), BAYSIDE GROUP 2 PTY LTD (63 109 478 471), NINEWIRE PTY LTD (87 094 033 413), The Trustee for BAYSIDE BWE UNIT TRUST (69 809 123 175), The Trustee for Bayside Group Unit Trust (30 812 972 584)']",0-99M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11686,https://modernslaveryregister.gov.au/statements/11686/,2023-03-14 10:22:30,['ENVIROPACIFIC SERVICES LIMITED (43 111 372 064)'],200-250M,"['Waste management and recycling\nConstruction, civil engineering and building products\nOther']",['Australia']
11687,https://modernslaveryregister.gov.au/statements/11687/,2023-03-14 09:00:02,['LIBERTY INFRABUILD LTD (24 631 112 108)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11688,https://modernslaveryregister.gov.au/statements/11688/,2023-03-14 09:00:02,['KENNARDS HIRE PTY LIMITED (69 001 740 727)'],500-600M,"['Construction, civil engineering and building products']",['Australia']
11689,https://modernslaveryregister.gov.au/statements/11689/,2023-03-14 09:07:49,['RETAIL ZOO HOLDINGS PTY LIMITED (51 169 039 721)'],150-200M,"['Food and beverages, agriculture and fishing']",['Australia']
11691,https://modernslaveryregister.gov.au/statements/11691/,2023-03-22 16:07:24,"['PERPETUAL INVESTMENT MANAGEMENT LIMITED (18 000 866 535), PERPETUAL LIMITED (86 000 431 827), PERPETUAL TRUSTEE COMPANY LIMITED (42 000 001 007)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
11692,https://modernslaveryregister.gov.au/statements/11692/,2023-03-14 08:57:29,"['ACE PRINT AND DISPLAY PTY LIMITED (21 000 639 743), BRISBANE CULLET PTY LTD (13 601 145 304), BUILD RUN REPAIR (AUSTRALIA) PTY LTD (15 155 555 052), PH PENRITH PTY LTD (17 638 042 912), P & I PTY. LTD. (15 000 619 018), REGIONAL RECYCLERS PTY LTD (12 069 806 462), SALVAGE PAPER PTY LTD (34 101 429 716), The Trustee for SOUTHERN PAPER CONVERTERS TRUST (49 984 541 896), VISY ALBURY PTY LTD (91 151 816 465), VISY BOARD PROPRIETARY LIMITED (58 005 787 913), VISY BOARD (WODONGA) PTY. LTD. (34 098 839 402), VISY ENERGY PTY LTD (55 115 133 321), VISY GLAMA PTY LTD (83 077 517 581), VISY GLASS (AUSTRALASIA) PTY LTD (56 642 097 185), VISY GLASS INTERNATIONAL PTY LTD (97 006 005 929), VISY GLASS OPERATIONS (AUSTRALIA) PTY LTD (94 004 230 326), VISY GLASS PACKAGING SERVICES PTY LTD (77 004 300 725), VISY INDUSTRIES AUSTRALIA PTY LTD (74 004 337 615), VISY LOGISTICS PTY LTD (12 089 137 986), VISY PACKAGING PTY. LTD. (13 095 313 723), VISYPET PTY. LTD. (52 099 764 119), VISY PULP AND PAPER PTY. LTD. (30 086 513 144), VISY RECYCLING AUSTRALIA PTY LTD (46 118 295 239), VISY RECYCLING MRFS PTY LTD (76 118 874 972), VISY SAND QUARRY PTY LTD (49 645 945 928), Visy Singapore Headquarters Pte Ltd (28 323 431 228)']",1BN+,"['Forestry, timber products, paper and containers and packaging']",['Australia']
